sub,run,story_id,dur_run,dur_story,diff
05,47,story_47,288.944,288.976,0.031999999999982265
05,48,story_48,275.72700000000003,275.76,0.03299999999995862
05,49,story_49,273.356,273.392,0.036000000000001364
05,4,story_4,319.168,319.184,0.016000000000019554
05,50,story_50,256.21799999999996,256.272,0.05400000000003047
05,51,story_51,352.596,352.608,0.012000000000000455
05,52,story_52,323.07000000000005,323.088,0.01799999999997226
05,53,story_53,324.58200000000005,324.608,0.025999999999953616
05,54,story_54,308.373,308.4,0.026999999999986812
05,55,story_55,300.65,300.672,0.022000000000048203
05,56,story_56,298.84900000000005,298.88,0.03099999999994907
05,57,story_57,289.955,290.0,0.045000000000015916
05,58,story_58,276.921,276.976,0.05500000000000682
05,59,story_49,273.387,273.392,0.0049999999999954525
05,5,story_5,307.563,307.584,0.021000000000015007
05,60,story_50,256.319,256.272,0.047000000000025466
05,6,story_6,290.91499999999996,290.96,0.045000000000015916
05,7,story_17,279.969,280.0,0.03100000000000591
05,8,story_49,273.386,273.392,0.005999999999971806
05,9,story_9,258.71999999999997,258.768,0.04800000000000182
06,10,story_10,239.92899999999997,240.0,0.07100000000002638
06,11,story_11,398.347,398.336,0.010999999999967258
06,12,story_12,351.705,351.712,0.007000000000005002
06,13,story_13,323.721,323.744,0.023000000000024556
06,14,story_14,318.959,318.992,0.03300000000001546
06,15,story_15,307.69599999999997,307.712,0.016000000000019554
06,16,story_16,294.45599999999996,294.496,0.040000000000020464
06,17,story_17,279.97,280.0,0.029999999999972715
06,18,story_18,274.427,274.48,0.05299999999999727
06,19,story_19,263.60200000000003,263.648,0.04599999999999227
06,1,story_1,406.441,406.416,0.024999999999977263
06,20,story_20,240.171,240.224,0.05299999999999727
06,21,story_21,393.516,393.488,0.02800000000002001
06,22,story_22,345.233,345.232,0.0009999999999763531
06,23,story_23,322.58099999999996,322.608,0.027000000000043656
06,24,story_24,315.657,315.68,0.023000000000024556
06,25,story_25,304.862,304.896,0.033999999999991815
06,26,story_26,295.008,295.024,0.016000000000019554
06,27,story_27,284.80199999999996,284.848,0.04600000000004911
06,28,story_28,274.89700000000005,274.928,0.03099999999994907
06,29,story_29,265.452,265.504,0.05200000000002092
06,2,story_2,352.566,352.576,0.010000000000047748
06,30,story_30,240.561,240.624,0.06299999999998818
06,31,story_31,379.229,379.232,0.0030000000000427463
06,32,story_32,335.817,335.84,0.022999999999967713
06,33,story_33,321.591,321.6,0.009000000000014552
06,34,story_34,310.816,310.832,0.016000000000019554
06,35,story_35,304.782,304.816,0.033999999999991815
06,36,story_36,296.407,296.432,0.025000000000034106
06,37,story_37,288.374,288.416,0.04199999999997317
06,38,story_38,275.59799999999996,275.632,0.03400000000004866
06,39,story_39,269.695,269.728,0.03300000000001546
06,3,story_3,319.97999999999996,320.0,0.020000000000038654
06,40,story_40,255.48700000000002,255.552,0.0649999999999693
06,41,story_41,367.99399999999997,368.0,0.006000000000028649
06,42,story_42,332.274,332.304,0.029999999999972715
06,43,story_43,320.18,320.192,0.012000000000000455
06,44,story_44,308.94399999999996,308.976,0.03200000000003911
06,45,story_45,301.241,301.264,0.023000000000024556
06,46,story_46,298.359,298.4,0.04099999999999682
06,47,story_47,288.943,288.976,0.03300000000001546
06,48,story_48,275.727,275.76,0.03300000000001546
06,49,story_49,273.356,273.392,0.036000000000001364
06,4,story_4,319.169,319.184,0.015000000000043201
06,50,story_50,256.219,256.272,0.05299999999999727
06,51,story_51,352.596,352.608,0.012000000000000455
06,52,story_52,323.072,323.088,0.016000000000019554
06,53,story_53,324.58099999999996,324.608,0.027000000000043656
06,54,story_54,308.374,308.4,0.025999999999953616
06,55,story_55,300.651,300.672,0.021000000000015007
06,56,story_56,298.849,298.88,0.03100000000000591
06,57,story_57,289.954,290.0,0.04599999999999227
06,58,story_58,276.921,276.976,0.05500000000000682
06,59,story_49,273.387,273.392,0.0049999999999954525
06,5,story_5,307.563,307.584,0.021000000000015007
06,60,story_50,256.319,256.272,0.047000000000025466
06,6,story_6,290.914,290.96,0.04599999999999227
06,7,story_17,279.96999999999997,280.0,0.03000000000002956
06,8,story_49,273.387,273.392,0.0049999999999954525
06,9,story_9,258.71000000000004,258.768,0.05799999999993588
07,10,story_10,239.93,240.0,0.06999999999999318
07,11,story_11,398.348,398.336,0.012000000000000455
07,12,story_12,351.714,351.712,0.0020000000000095497
07,13,story_13,323.722,323.744,0.022000000000048203
07,14,story_14,318.957,318.992,0.03500000000002501
07,15,story_15,307.694,307.712,0.01799999999997226
07,16,story_16,294.456,294.496,0.03999999999996362
07,17,story_17,279.969,280.0,0.03100000000000591
07,18,story_18,274.427,274.48,0.05299999999999727
07,19,story_19,263.601,263.648,0.047000000000025466
07,1,story_1,406.441,406.416,0.024999999999977263
07,20,story_20,240.17,240.224,0.054000000000002046
07,21,story_21,393.516,393.488,0.02800000000002001
07,22,story_22,345.231,345.232,0.0010000000000331966
07,23,story_23,322.581,322.608,0.026999999999986812
07,24,story_24,315.657,315.68,0.023000000000024556
07,25,story_25,304.861,304.896,0.03500000000002501
07,26,story_26,295.007,295.024,0.016999999999995907
07,27,story_27,284.801,284.848,0.047000000000025466
07,28,story_28,274.898,274.928,0.029999999999972715
07,29,story_29,265.452,265.504,0.05200000000002092
07,2,story_2,352.565,352.576,0.011000000000024102
07,30,story_30,240.56,240.624,0.06399999999999295
07,31,story_31,379.229,379.232,0.0030000000000427463
07,32,story_32,335.817,335.84,0.022999999999967713
07,33,story_33,321.59,321.6,0.010000000000047748
07,34,story_34,310.815,310.832,0.016999999999995907
07,35,story_35,304.78,304.816,0.036000000000001364
07,36,story_36,296.40700000000004,296.432,0.024999999999977263
07,37,story_37,288.374,288.416,0.04199999999997317
07,38,story_38,275.59799999999996,275.632,0.03400000000004866
07,39,story_39,269.694,269.728,0.033999999999991815
07,3,story_3,319.979,320.0,0.021000000000015007
07,40,story_40,255.488,255.552,0.06399999999999295
07,41,story_41,367.993,368.0,0.007000000000005002
07,42,story_42,332.274,332.304,0.029999999999972715
07,43,story_43,320.17900000000003,320.192,0.012999999999976808
07,44,story_44,308.94399999999996,308.976,0.03200000000003911
07,45,story_45,301.25,301.264,0.014000000000010004
07,46,story_46,298.359,298.4,0.04099999999999682
07,47,story_47,288.944,288.976,0.031999999999982265
07,48,story_48,275.728,275.76,0.031999999999982265
07,49,story_49,273.35499999999996,273.392,0.03700000000003456
07,4,story_4,319.169,319.184,0.015000000000043201
07,50,story_50,256.21700000000004,256.272,0.05499999999994998
07,51,story_51,352.595,352.608,0.012999999999976808
07,52,story_52,323.07,323.088,0.018000000000029104
07,53,story_53,324.58099999999996,324.608,0.027000000000043656
07,54,story_54,308.374,308.4,0.025999999999953616
07,55,story_55,300.65000000000003,300.672,0.02199999999999136
07,56,story_56,298.849,298.88,0.03100000000000591
07,57,story_57,289.954,290.0,0.04599999999999227
07,58,story_58,276.92900000000003,276.976,0.04699999999996862
07,59,story_49,273.386,273.392,0.005999999999971806
07,5,story_5,307.56399999999996,307.584,0.020000000000038654
07,60,story_50,256.317,256.272,0.045000000000015916
07,6,story_6,290.914,290.96,0.04599999999999227
07,7,story_17,279.969,280.0,0.03100000000000591
